month,date,source_file,IBOV,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities
2017-01,2017-01-31,grid_ovzcidwu.xlsx,71.7803452598888,94.73747692960201,135.20970693764443,112.47762249337565,44.333298098486196,80.50986437246632,95.72242165157549,80.20123396306356,,43.823332724718455,63.42250416040775,54.30798530542703
2017-02,2017-02-28,grid_ovzcidwu.xlsx,74.89988745959847,93.64511654423056,133.7096672096576,117.29012949445936,47.41168066549559,81.78699825738089,96.19209570154807,85.87339685222602,,49.21215307364106,66.73885941732931,59.4892643845644
2017-03,2017-03-31,grid_ovzcidwu.xlsx,76.13159117286482,95.22654874272473,133.7330409261753,116.21607923256725,46.43139961889082,83.56405160087664,96.8934145862813,80.3815300350808,,58.94157736638783,69.25457919943037,62.18311954916086
2017-04,2017-04-28,grid_ovzcidwu.xlsx,74.01810270856274,85.45804042009907,132.06618966330416,110.7980263707006,41.54732067583412,83.9360673096222,96.66878567925177,81.45468389702903,,57.92877819805097,70.42571787058178,62.105240218947465
2017-05,2017-05-31,grid_ovzcidwu.xlsx,73.35019693345784,88.38377414474847,137.13651994876898,105.93264433931098,50.78397906654006,82.73884448070459,94.32984473896408,82.36742431843544,,56.489475668999255,72.43184647969049,57.536092429494154
2017-06,2017-06-30,grid_ovzcidwu.xlsx,73.20939461093803,89.13306204778347,137.54802732362975,110.9956714581407,49.27927753885705,83.37834860021033,94.40980714494707,83.53836243074647,,52.33951929592779,79.1580591131593,69.0203351533388
2017-07,2017-07-31,grid_ovzcidwu.xlsx,72.89443224857162,88.10740569812933,135.1955148491921,110.79403782632828,50.9395577002248,83.99525675380846,93.83112983868251,84.51667224654244,,48.61817541457603,82.18784616653971,67.86213754676996
2017-08,2017-08-31,grid_ovzcidwu.xlsx,73.21219315401258,88.71124189128933,136.6862368905398,110.12478778682069,47.5964485739117,86.0076796988281,96.05845882161897,83.05388895093583,,49.3253530221685,84.32826668588315,69.40489679211525
2017-09,2017-09-29,grid_ovzcidwu.xlsx,71.63123167604687,87.56098785838353,137.63174628005768,109.48458012603786,45.74022888147529,84.95896886423509,94.55732555525212,80.90678350013027,,48.33984479459457,83.04963106114698,69.69988466539903
2017-10,2017-10-31,grid_ovzcidwu.xlsx,72.10478230711789,87.96500842045573,140.54602930933783,110.9948225118249,43.83832189022003,87.27944541869383,97.93984872887229,78.73653274541164,,45.57014266337532,84.83008255033675,71.06983284049393
2017-11,2017-11-30,grid_ovzcidwu.xlsx,74.31169679572666,89.24247975668354,141.40635434077265,114.02915083313196,44.64462837459816,87.23518251837157,101.4055667185241,77.95009623065488,,53.27306341644644,87.87281861241922,71.6410332052756
2017-12,2017-12-29,grid_ovzcidwu.xlsx,77.22895663097998,89.27214285562629,136.76231708315598,114.63959524057401,50.62197761613546,87.42826724405161,88.52513471933601,76.5608705878075,,61.74617465572485,81.31153211854958,75.53623565639768
2018-01,2018-01-31,grid_ovzcidwu.xlsx,83.7965350891442,91.85837493532603,135.19448316965236,123.30380999888612,56.34888201830003,90.26743963060706,89.03572665736176,77.67240039608046,,62.751363547556814,81.78045048112685,74.68210027302186
2018-02,2018-02-28,grid_ovzcidwu.xlsx,90.62184137798855,90.89840562101568,131.94374774253487,128.79479761800133,67.24416833573423,94.25696358883279,91.40043154310212,73.21461132510781,,64.85864340775399,81.8061468871404,78.55519443972685
